Time,Close,Cum_Return,Volume,Value,symbol,period,limit,maker_fr,taker_fr,Recomandation,Buy,Sell,Neutral
2024-09-29 22:15:00,0.3985,1.0096275652394224,15806.77795987,6292.719591701117,ADAUSDT,15min,48,0.002,0.002,SELL,6,14,6
2024-09-29 22:15:00,0.019287,1.0521520920844467,1615.0,31.274182,GFTUSDT,15min,48,0.003,0.003,NEUTRAL,9,8,9
2024-09-29 22:15:00,0.004768,0.9991617770326906,8020.0,38.30122,RADARUSDT,15min,48,0.003,0.003,BUY,12,4,10
2024-09-29 22:15:00,0.029775,1.0104523704482986,808.5,24.0697875,JSTUSDT,15min,48,0.003,0.003,NEUTRAL,10,10,6
2024-09-29 22:15:00,6.7895,1.0435591214398796,7.985,54.278885,EGPUSDT,15min,48,0.003,0.003,,,,
2024-09-29 22:15:00,0.1712,0.9743881616391575,162.1,27.75854,LMWRUSDT,15min,48,0.003,0.003,SELL,6,11,9
2024-09-29 22:15:00,0.476,1.0243167635033348,285.60188664,136.224134180001,BURGERUSDT,15min,48,0.003,0.003,BUY,12,5,9
2024-09-29 22:15:00,2.171,1.0242981835338523,7.98,17.35175,BALUSDT,15min,48,0.003,0.003,NEUTRAL,10,8,8
2024-09-29 22:15:00,0.004808,1.1007326007326,21400.76176598,102.9605699999557,LINAUSDT,15min,48,0.003,0.003,BUY,13,3,10
2024-09-29 22:15:00,0.109449,1.0342549894163897,149.3,16.3369817,REQUSDT,15min,48,0.003,0.003,BUY,12,4,10
2024-09-29 22:15:00,0.00150225,1.0080252836696217,16100.0,24.1967144,CSASUSDT,15min,48,0.003,0.003,BUY,12,6,8
2024-09-29 22:15:00,0.5796,0.9999999999999997,78.85,45.726165,CTKUSDT,15min,48,0.003,0.003,BUY,12,4,10
2024-09-29 22:15:00,0.3038,1.0284360189573463,81.1,24.630035,OMGUSDT,15min,48,0.002,0.002,NEUTRAL,10,7,9
2024-09-29 22:15:00,0.00071308,1.1611411450530844,200764.89799577,141.92346212781595,BLOKUSDT,15min,48,0.003,0.003,BUY,15,2,9
2024-09-29 22:15:00,12.7128,1.0096896146392604,1.615,20.5762091,DCRUSDT,15min,48,0.003,0.003,NEUTRAL,9,9,8
2024-09-29 22:15:00,0.067355,1.0699421781674927,1230.98964413,82.79572321032165,NEATUSDT,15min,48,0.003,0.003,BUY,15,2,9
2024-09-29 22:15:00,3.5001e-06,0.9259768776951771,8080000.0,28.2734855,MATTUSDT,15min,48,0.003,0.003,SELL,6,11,9
